match_id,game_number,match_winner,map_name,total_time_match,stage_class,map_class
39184,2,Houston Outlaws,King's Row,7740,Qualifiers,Hybrid
39184,3,Houston Outlaws,Route 66,7740,Qualifiers,Escort
39184,4,Houston Outlaws,New Queen Street,7740,Qualifiers,Push
39184,5,Houston Outlaws,Ilios,7740,Qualifiers,Control
39185,1,Los Angeles Gladiators,Ilios,4560,Qualifiers,Control
39185,2,Los Angeles Gladiators,King's Row,4560,Qualifiers,Hybrid
39185,3,Los Angeles Gladiators,Circuit royal,4560,Qualifiers,Escort
39185,4,Los Angeles Gladiators,Colosseo,4560,Qualifiers,Push
39119,1,Seoul Dynasty,Colosseo,3180,Qualifiers,Push
39119,2,Seoul Dynasty,Dorado,3180,Qualifiers,Escort
39119,3,Seoul Dynasty,Eichenwalde,3180,Qualifiers,Hybrid
39120,1,Chengdu Hunters,New Queen Street,3600,Qualifiers,Push
39120,2,Chengdu Hunters,Circuit royal,3600,Qualifiers,Escort
39120,3,Chengdu Hunters,King's Row,3600,Qualifiers,Hybrid
39121,1,Shanghai Dragons,Colosseo,3960,Qualifiers,Push
39121,2,Shanghai Dragons,Watchpoint: Gibraltar,3960,Qualifiers,Escort
39121,3,Shanghai Dragons,King's Row,3960,Qualifiers,Hybrid
39186,1,San Francisco Shock,Oasis,3660,Qualifiers,Control
39186,2,San Francisco Shock,King's Row,3660,Qualifiers,Hybrid
39186,3,San Francisco Shock,Watchpoint: Gibraltar,3660,Qualifiers,Escort
39187,1,Los Angeles Gladiators,Lijiang Tower,4560,Qualifiers,Control
39187,2,Los Angeles Gladiators,Midtown,4560,Qualifiers,Hybrid
39187,3,Los Angeles Gladiators,Dorado,4560,Qualifiers,Escort
39187,4,Los Angeles Gladiators,Colosseo,4560,Qualifiers,Push
39188,1,Toronto Defiant,Ilios,6180,Qualifiers,Control
39188,2,Toronto Defiant,King's Row,6180,Qualifiers,Hybrid
39188,3,Toronto Defiant,Route 66,6180,Qualifiers,Escort
39188,4,Toronto Defiant,New Queen Street,6180,Qualifiers,Push
39188,5,Toronto Defiant,Oasis,6180,Qualifiers,Control
39122,1,Seoul Dynasty,New Queen Street,3360,Qualifiers,Push
39122,2,Seoul Dynasty,Watchpoint: Gibraltar,3360,Qualifiers,Escort
39122,3,Seoul Dynasty,Midtown,3360,Qualifiers,Hybrid
39123,1,Shanghai Dragons,Colosseo,3180,Qualifiers,Push
39123,2,Shanghai Dragons,Dorado,3180,Qualifiers,Escort
39123,3,Shanghai Dragons,Eichenwalde,3180,Qualifiers,Hybrid
39189,1,London Spitfire,Oasis,4860,Qualifiers,Control
39189,2,London Spitfire,King's Row,4860,Qualifiers,Hybrid
39189,3,London Spitfire,Route 66,4860,Qualifiers,Escort
39189,4,London Spitfire,New Queen Street,4860,Qualifiers,Push
39189,5,London Spitfire,Lijiang Tower,4860,Qualifiers,Control
39190,1,Dallas Fuel,Oasis,5940,Qualifiers,Control
39190,2,Dallas Fuel,Eichenwalde,5940,Qualifiers,Hybrid
39190,3,Dallas Fuel,Circuit royal,5940,Qualifiers,Escort
39190,4,Dallas Fuel,New Queen Street,5940,Qualifiers,Push
39190,5,Dallas Fuel,Lijiang Tower,5940,Qualifiers,Control
39191,1,Florida Mayhem,Lijiang Tower,5700,Qualifiers,Control
39191,2,Florida Mayhem,King's Row,5700,Qualifiers,Hybrid
39191,3,Florida Mayhem,Route 66,5700,Qualifiers,Escort
39191,4,Florida Mayhem,New Queen Street,5700,Qualifiers,Push
39191,5,Florida Mayhem,Ilios,5700,Qualifiers,Control
39124,1,Philadelphia Fusion,Lijiang Tower,4560,Qualifiers,Control
39124,2,Philadelphia Fusion,King's Row,4560,Qualifiers,Hybrid
39124,3,Philadelphia Fusion,Dorado,4560,Qualifiers,Escort
39124,4,Philadelphia Fusion,New Queen Street,4560,Qualifiers,Push
39125,1,Shanghai Dragons,Ilios,4500,Qualifiers,Control
39125,2,Shanghai Dragons,Midtown,4500,Qualifiers,Hybrid
39125,3,Shanghai Dragons,Dorado,4500,Qualifiers,Escort
39125,4,Shanghai Dragons,New Queen Street,4500,Qualifiers,Push
39192,1,Houston Outlaws,New Queen Street,5940,Qualifiers,Push
39192,2,Houston Outlaws,Circuit royal,5940,Qualifiers,Escort
39192,3,Houston Outlaws,King's Row,5940,Qualifiers,Hybrid
39192,4,Houston Outlaws,Oasis,5940,Qualifiers,Control
39192,5,Houston Outlaws,Colosseo,5940,Qualifiers,Push
39193,1,San Francisco Shock,Colosseo,3900,Qualifiers,Push
39193,2,San Francisco Shock,Dorado,3900,Qualifiers,Escort
39193,3,San Francisco Shock,Eichenwalde,3900,Qualifiers,Hybrid
39193,4,San Francisco Shock,Oasis,3900,Qualifiers,Control
39194,1,Atlanta Reign,Colosseo,2640,Qualifiers,Push
39194,2,Atlanta Reign,Dorado,2640,Qualifiers,Escort
39194,3,Atlanta Reign,Midtown,2640,Qualifiers,Hybrid
39126,1,Seoul Dynasty,Lijiang Tower,3720,Qualifiers,Control
39126,2,Seoul Dynasty,Eichenwalde,3720,Qualifiers,Hybrid
39126,3,Seoul Dynasty,Route 66,3720,Qualifiers,Escort
39127,1,Hangzhou Spark,Oasis,3600,Qualifiers,Control
39127,2,Hangzhou Spark,Eichenwalde,3600,Qualifiers,Hybrid
39127,3,Hangzhou Spark,Dorado,3600,Qualifiers,Escort
39128,1,Shanghai Dragons,Lijiang Tower,3240,Qualifiers,Control
39128,2,Shanghai Dragons,Eichenwalde,3240,Qualifiers,Hybrid
39128,3,Shanghai Dragons,Circuit royal,3240,Qualifiers,Escort
39195,1,Washington Justice,New Queen Street,5040,Qualifiers,Push
39195,2,Washington Justice,Circuit royal,5040,Qualifiers,Escort
39195,3,Washington Justice,Midtown,5040,Qualifiers,Hybrid
39195,4,Washington Justice,Ilios,5040,Qualifiers,Control
39195,5,Washington Justice,Colosseo,5040,Qualifiers,Push
39196,1,Houston Outlaws,Colosseo,5880,Qualifiers,Push
39196,2,Houston Outlaws,Dorado,5880,Qualifiers,Escort
39196,3,Houston Outlaws,Midtown,5880,Qualifiers,Hybrid
39196,4,Houston Outlaws,Lijiang Tower,5880,Qualifiers,Control
39196,5,Houston Outlaws,New Queen Street,5880,Qualifiers,Push
39197,1,Los Angeles Gladiators,New Queen Street,3420,Qualifiers,Push
39197,2,Los Angeles Gladiators,Dorado,3420,Qualifiers,Escort
39197,3,Los Angeles Gladiators,Eichenwalde,3420,Qualifiers,Hybrid
39129,1,Philadelphia Fusion,Oasis,4680,Qualifiers,Control
39129,2,Philadelphia Fusion,Midtown,4680,Qualifiers,Hybrid
39129,3,Philadelphia Fusion,Circuit royal,4680,Qualifiers,Escort
39129,4,Philadelphia Fusion,New Queen Street,4680,Qualifiers,Push
39130,1,Hangzhou Spark,Ilios,4860,Qualifiers,Control
39130,2,Hangzhou Spark,King's Row,4860,Qualifiers,Hybrid
39130,3,Hangzhou Spark,Circuit royal,4860,Qualifiers,Escort
39130,4,Hangzhou Spark,New Queen Street,4860,Qualifiers,Push
39198,1,Dallas Fuel,New Queen Street,4920,Qualifiers,Push
39198,2,Dallas Fuel,Watchpoint: Gibraltar,4920,Qualifiers,Escort
39198,3,Dallas Fuel,King's Row,4920,Qualifiers,Hybrid
39198,4,Dallas Fuel,Ilios,4920,Qualifiers,Control
39199,1,Boston Uprising,New Queen Street,4020,Qualifiers,Push
39199,2,Boston Uprising,Dorado,4020,Qualifiers,Escort
39199,3,Boston Uprising,Midtown,4020,Qualifiers,Hybrid
39199,4,Boston Uprising,Ilios,4020,Qualifiers,Control
39131,1,London Spitfire,Lijiang Tower,5220,Tournament,Control
39131,2,London Spitfire,Eichenwalde,5220,Tournament,Hybrid
39131,3,London Spitfire,Circuit royal,5220,Tournament,Escort
39131,4,London Spitfire,Colosseo,5220,Tournament,Push
39137,1,Houston Outlaws,Oasis,3840,Tournament,Control
39137,2,Houston Outlaws,Midtown,3840,Tournament,Hybrid
39137,3,Houston Outlaws,Watchpoint: Gibraltar,3840,Tournament,Escort
39133,1,Shanghai Dragons,Ilios,4320,Tournament,Control
39133,2,Shanghai Dragons,Eichenwalde,4320,Tournament,Hybrid
39133,3,Shanghai Dragons,Dorado,4320,Tournament,Escort
39135,1,Hangzhou Spark,Lijiang Tower,5400,Tournament,Control
39135,2,Hangzhou Spark,Eichenwalde,5400,Tournament,Hybrid
39135,3,Hangzhou Spark,Circuit royal,5400,Tournament,Escort
39135,4,Hangzhou Spark,Colosseo,5400,Tournament,Push
39153,1,Los Angeles Gladiators,Lijiang Tower,5160,Tournament,Control
39153,2,Los Angeles Gladiators,Midtown,5160,Tournament,Hybrid
39153,3,Los Angeles Gladiators,Dorado,5160,Tournament,Escort
39153,4,Los Angeles Gladiators,New Queen Street,5160,Tournament,Push
39139,1,San Francisco Shock,Ilios,5640,Tournament,Control
39139,2,San Francisco Shock,Eichenwalde,5640,Tournament,Hybrid
39139,3,San Francisco Shock,Route 66,5640,Tournament,Escort
39139,4,San Francisco Shock,Colosseo,5640,Tournament,Push
39151,1,Shanghai Dragons,Oasis,3720,Tournament,Control
39151,2,Shanghai Dragons,Midtown,3720,Tournament,Hybrid
39151,3,Shanghai Dragons,Circuit royal,3720,Tournament,Escort
39159,1,Hangzhou Spark,Ilios,3840,Tournament,Control
39159,2,Hangzhou Spark,Eichenwalde,3840,Tournament,Hybrid
39159,3,Hangzhou Spark,Dorado,3840,Tournament,Escort
39146,1,Florida Mayhem,Lijiang Tower,5580,Tournament,Control
39146,2,Florida Mayhem,Eichenwalde,5580,Tournament,Hybrid
39146,3,Florida Mayhem,Watchpoint: Gibraltar,5580,Tournament,Escort
39146,4,Florida Mayhem,Colosseo,5580,Tournament,Push
39146,5,Florida Mayhem,Oasis,5580,Tournament,Control
39155,1,Houston Outlaws,Oasis,6420,Tournament,Control
39155,2,Houston Outlaws,Eichenwalde,6420,Tournament,Hybrid
39155,3,Houston Outlaws,Dorado,6420,Tournament,Escort
39155,4,Houston Outlaws,Colosseo,6420,Tournament,Push
39155,5,Houston Outlaws,Lijiang Tower,6420,Tournament,Control
39150,1,Philadelphia Fusion,Oasis,5460,Tournament,Control
39150,2,Philadelphia Fusion,King's Row,5460,Tournament,Hybrid
39150,3,Philadelphia Fusion,Route 66,5460,Tournament,Escort
39150,4,Philadelphia Fusion,New Queen Street,5460,Tournament,Push
39158,1,Atlanta Reign,Oasis,6840,Tournament,Control
39158,2,Atlanta Reign,King's Row,6840,Tournament,Hybrid
39158,3,Atlanta Reign,Circuit royal,6840,Tournament,Escort
39158,4,Atlanta Reign,Colosseo,6840,Tournament,Push
39158,5,Atlanta Reign,Lijiang Tower,6840,Tournament,Control
39156,1,Atlanta Reign,Oasis,4560,Tournament,Control
39156,2,Atlanta Reign,King's Row,4560,Tournament,Escort
39156,3,Atlanta Reign,Dorado,4560,Tournament,Escort
39156,4,Atlanta Reign,Colosseo,4560,Tournament,Push
39147,1,Philadelphia Fusion,Ilios,6780,Tournament,Control
39147,2,Philadelphia Fusion,King's Row,6780,Tournament,Hybrid
39147,3,Philadelphia Fusion,Watchpoint: Gibraltar,6780,Tournament,Escort
39147,4,Philadelphia Fusion,New Queen Street,6780,Tournament,Push
39147,5,Philadelphia Fusion,Lijiang Tower,6780,Tournament,Control
39154,1,Los Angeles Gladiators,Oasis,6480,Tournament,Control
39154,2,Los Angeles Gladiators,Midtown,6480,Tournament,Hybrid
39154,3,Los Angeles Gladiators,Dorado,6480,Tournament,Escort
39154,4,Los Angeles Gladiators,Colosseo,6480,Tournament,Push
39154,5,Los Angeles Gladiators,Ilios,6480,Tournament,Control
39140,1,San Francisco Shock,Oasis,3960,Tournament,Control
39140,2,San Francisco Shock,Eichenwalde,3960,Tournament,Hybrid
39140,3,San Francisco Shock,Circuit royal,3960,Tournament,Escort
39144,1,Atlanta Reign,Lijiang Tower,4680,Tournament,Control
39144,2,Atlanta Reign,King's Row,4680,Tournament,Hybrid
39144,3,Atlanta Reign,Circuit royal,4680,Tournament,Escort
39144,4,Atlanta Reign,Colosseo,4680,Tournament,Push
39148,1,Philadelphia Fusion,Oasis,7140,Tournament,Control
39148,2,Philadelphia Fusion,King's Row,7140,Tournament,Hybrid
39148,3,Philadelphia Fusion,Dorado,7140,Tournament,Escort
39148,4,Philadelphia Fusion,New Queen Street,7140,Tournament,Push
39148,5,Philadelphia Fusion,Lijiang Tower,7140,Tournament,Control
39141,1,San Francisco Shock,Ilios,5760,Tournament,Control
39141,2,San Francisco Shock,Eichenwalde,5760,Tournament,Hybrid
39141,3,San Francisco Shock,Circuit royal,5760,Tournament,Escort
39141,4,San Francisco Shock,Colosseo,5760,Tournament,Push
39141,5,San Francisco Shock,Oasis,5760,Tournament,Control
39145,1,Atlanta Reign,Lijiang Tower,4380,Tournament,Control
39145,2,Atlanta Reign,King's Row,4380,Tournament,Hybrid
39145,3,Atlanta Reign,Route 66,4380,Tournament,Escort
39145,4,Atlanta Reign,Colosseo,4380,Tournament,Push
39143,1,Los Angeles Gladiators,Ilios,4440,Tournament,Control
39143,2,Los Angeles Gladiators,King's Row,4440,Tournament,Hybrid
39143,3,Los Angeles Gladiators,Watchpoint: Gibraltar,4440,Tournament,Escort
39143,4,Los Angeles Gladiators,Colosseo,4440,Tournament,Push
39142,1,Los Angeles Gladiators,Ilios,8940,Tournament,Control
39142,2,Los Angeles Gladiators,Eichenwalde,8940,Tournament,Hybrid
39142,3,Los Angeles Gladiators,Watchpoint: Gibraltar,8940,Tournament,Escort
39142,4,Los Angeles Gladiators,New Queen Street,8940,Tournament,Push
39142,5,Los Angeles Gladiators,Lijiang Tower,8940,Tournament,Control
39142,6,Los Angeles Gladiators,Dorado,8940,Tournament,Escort
39106,1,Florida Mayhem,Busan,3720,Qualifiers,Control
39106,2,Florida Mayhem,Hollywood,3720,Qualifiers,Hybrid
39106,3,Florida Mayhem,Watchpoint: Gibraltar,3720,Qualifiers,Escort
39106,4,Florida Mayhem,Colosseo,3720,Qualifiers,Push
39107,1,New York Excelsior,Nepal,6180,Qualifiers,Control
39107,2,New York Excelsior,Midtown,6180,Qualifiers,Hybrid
39107,3,New York Excelsior,Dorado,6180,Qualifiers,Escort
39107,4,New York Excelsior,New Queen Street,6180,Qualifiers,Push
39107,5,New York Excelsior,Oasis,6180,Qualifiers,Control
39108,1,Dallas Fuel,Oasis,6180,Qualifiers,Control
39108,2,Dallas Fuel,Paraíso,6180,Qualifiers,Hybrid
39108,3,Dallas Fuel,Junkertown,6180,Qualifiers,Escort
39108,4,Dallas Fuel,Colosseo,6180,Qualifiers,Push
39108,5,Dallas Fuel,Ilios,6180,Qualifiers,Control
39109,1,Boston Uprising,Busan,4560,Qualifiers,Control
39109,2,Boston Uprising,Paraíso,4560,Qualifiers,Hybrid
39109,3,Boston Uprising,Watchpoint: Gibraltar,4560,Qualifiers,Escort
39109,4,Boston Uprising,New Queen Street,4560,Qualifiers,Push
39110,1,San Francisco Shock,Nepal,6900,Qualifiers,Control
39110,2,San Francisco Shock,Hollywood,6900,Qualifiers,Hybrid
39110,3,San Francisco Shock,Circuit royal,6900,Qualifiers,Escort
39110,4,San Francisco Shock,Colosseo,6900,Qualifiers,Push
39110,5,San Francisco Shock,Oasis,6900,Qualifiers,Control
39201,1,Toronto Defiant,Nepal,5820,Qualifiers,Control
39201,2,Toronto Defiant,Paraíso,5820,Qualifiers,Hybrid
39201,3,Toronto Defiant,Junkertown,5820,Qualifiers,Escort
39201,4,Toronto Defiant,New Queen Street,5820,Qualifiers,Push
39201,5,Toronto Defiant,Oasis,5820,Qualifiers,Control
39202,1,London Spitfire,Ilios,3900,Qualifiers,Control
39202,2,London Spitfire,Paraíso,3900,Qualifiers,Hybrid
39202,3,London Spitfire,Dorado,3900,Qualifiers,Escort
39203,1,Washington Justice,Busan,3240,Qualifiers,Control
39203,2,Washington Justice,Hollywood,3240,Qualifiers,Hybrid
39203,3,Washington Justice,Dorado,3240,Qualifiers,Escort
39204,1,Houston Outlaws,Lijiang Tower,6060,Qualifiers,Control
39204,2,Houston Outlaws,Hollywood,6060,Qualifiers,Hybrid
39204,3,Houston Outlaws,Watchpoint: Gibraltar,6060,Qualifiers,Escort
39204,4,Houston Outlaws,Colosseo,6060,Qualifiers,Push
39204,5,Houston Outlaws,Nepal,6060,Qualifiers,Control
39205,1,Vancouver Titans,Oasis,2880,Qualifiers,Control
39205,2,Vancouver Titans,Paraíso,2880,Qualifiers,Hybrid
39205,3,Vancouver Titans,Circuit royal,2880,Qualifiers,Escort
39206,1,San Francisco Shock,Ilios,3900,Qualifiers,Control
39206,2,San Francisco Shock,Midtown,3900,Qualifiers,Hybrid
39206,3,San Francisco Shock,Junkertown,3900,Qualifiers,Escort
39207,1,Dallas Fuel,Lijiang Tower,4560,Qualifiers,Control
39207,2,Dallas Fuel,Hollywood,4560,Qualifiers,Hybrid
39207,3,Dallas Fuel,Circuit royal,4560,Qualifiers,Escort
39207,4,Dallas Fuel,Colosseo,4560,Qualifiers,Push
39208,1,Toronto Defiant,Oasis,4740,Qualifiers,Control
39208,2,Toronto Defiant,Paraíso,4740,Qualifiers,Hybrid
39208,3,Toronto Defiant,Junkertown,4740,Qualifiers,Escort
39208,4,Toronto Defiant,New Queen Street,4740,Qualifiers,Push
39055,1,Shanghai Dragons,Nepal,3240,Qualifiers,Control
39055,2,Shanghai Dragons,Hollywood,3240,Qualifiers,Hybrid
39055,3,Shanghai Dragons,Circuit royal,3240,Qualifiers,Escort
39056,1,Seoul Dynasty,Ilios,3540,Qualifiers,Control
39056,2,Seoul Dynasty,Midtown,3540,Qualifiers,Hybrid
39056,3,Seoul Dynasty,Junkertown,3540,Qualifiers,Escort
39209,1,Vancouver Titans,Busan,3180,Qualifiers,Control
39209,2,Vancouver Titans,Hollywood,3180,Qualifiers,Hybrid
39209,3,Vancouver Titans,Watchpoint: Gibraltar,3180,Qualifiers,Escort
39210,1,San Francisco Shock,Lijiang Tower,3180,Qualifiers,Control
39210,2,San Francisco Shock,Hollywood,3180,Qualifiers,Hybrid
39210,3,San Francisco Shock,Circuit royal,3180,Qualifiers,Escort
39211,1,Dallas Fuel,Busan,4200,Qualifiers,Control
39211,2,Dallas Fuel,Midtown,4200,Qualifiers,Hybrid
39211,3,Dallas Fuel,Watchpoint: Gibraltar,4200,Qualifiers,Escort
39211,4,Dallas Fuel,Colosseo,4200,Qualifiers,Push
39057,1,Seoul Dynasty,Ilios,2820,Qualifiers,Control
39057,2,Seoul Dynasty,Paraíso,2820,Qualifiers,Hybrid
39057,3,Seoul Dynasty,Dorado,2820,Qualifiers,Escort
39058,1,Shanghai Dragons,Lijiang Tower,3120,Qualifiers,Control
39058,2,Shanghai Dragons,Paraíso,3120,Qualifiers,Hybrid
39058,3,Shanghai Dragons,Watchpoint: Gibraltar,3120,Qualifiers,Escort
39059,1,Philadelphia Fusion,Oasis,6360,Qualifiers,Control
39059,2,Philadelphia Fusion,Midtown,6360,Qualifiers,Hybrid
39059,3,Philadelphia Fusion,Circuit royal,6360,Qualifiers,Escort
39059,4,Philadelphia Fusion,New Queen Street,6360,Qualifiers,Push
39059,5,Philadelphia Fusion,Busan,6360,Qualifiers,Control
39212,1,London Spitfire,Oasis,3300,Qualifiers,Control
39212,2,London Spitfire,Paraíso,3300,Qualifiers,Hybrid
39212,3,London Spitfire,Dorado,3300,Qualifiers,Escort
39213,1,San Francisco Shock,Busan,5460,Qualifiers,Control
39213,2,San Francisco Shock,Paraíso,5460,Qualifiers,Hybrid
39213,3,San Francisco Shock,Junkertown,5460,Qualifiers,Escort
39213,4,San Francisco Shock,New Queen Street,5460,Qualifiers,Push
39214,1,Washington Justice,Lijiang Tower,2820,Qualifiers,Control
39214,2,Washington Justice,Paraíso,2820,Qualifiers,Hybrid
39214,3,Washington Justice,Circuit royal,2820,Qualifiers,Escort
39060,1,Guangzhou Charge,Ilios,5400,Qualifiers,Control
39060,2,Guangzhou Charge,Midtown,5400,Qualifiers,Hybrid
39060,3,Guangzhou Charge,Dorado,5400,Qualifiers,Escort
39060,4,Guangzhou Charge,Colosseo,5400,Qualifiers,Push
39060,5,Guangzhou Charge,Nepal,5400,Qualifiers,Control
39241,1,Chengdu Hunters,Busan,3600,Qualifiers,Control
39241,2,Chengdu Hunters,Midtown,3600,Qualifiers,Hybrid
39241,3,Chengdu Hunters,Junkertown,3600,Qualifiers,Escort
39215,1,Dallas Fuel,Nepal,4980,Qualifiers,Control
39215,2,Dallas Fuel,Midtown,4980,Qualifiers,Hybrid
39215,3,Dallas Fuel,Junkertown,4980,Qualifiers,Escort
39215,4,Dallas Fuel,New Queen Street,4980,Qualifiers,Push
39216,1,Atlanta Reign,Ilios,3060,Qualifiers,Control
39216,2,Atlanta Reign,Hollywood,3060,Qualifiers,Hybrid
39216,3,Atlanta Reign,Watchpoint: Gibraltar,3060,Qualifiers,Escort
39217,1,Toronto Defiant,Ilios,4500,Qualifiers,Control
39217,2,Toronto Defiant,Midtown,4500,Qualifiers,Hybrid
39217,3,Toronto Defiant,Dorado,4500,Qualifiers,Escort
39217,4,Toronto Defiant,New Queen Street,4500,Qualifiers,Push
39242,1,Chengdu Hunters,Nepal,4260,Qualifiers,Control
39242,2,Chengdu Hunters,Hollywood,4260,Qualifiers,Hybrid
39242,3,Chengdu Hunters,Circuit royal,4260,Qualifiers,Escort
39242,4,Chengdu Hunters,Colosseo,4260,Qualifiers,Push
39243,1,Seoul Dynasty,Nepal,3240,Qualifiers,Control
39243,2,Seoul Dynasty,Hollywood,3240,Qualifiers,Hybrid
39243,3,Seoul Dynasty,Circuit royal,3240,Qualifiers,Escort
39218,1,Atlanta Reign,Nepal,5640,Qualifiers,Control
39218,2,Atlanta Reign,Midtown,5640,Qualifiers,Hybrid
39218,3,Atlanta Reign,Junkertown,5640,Qualifiers,Escort
39218,4,Atlanta Reign,Colosseo,5640,Qualifiers,Push
39219,1,San Francisco Shock,Oasis,3240,Qualifiers,Control
39219,2,San Francisco Shock,Midtown,3240,Qualifiers,Hybrid
39219,3,San Francisco Shock,Watchpoint: Gibraltar,3240,Qualifiers,Escort
39220,1,Vancouver Titans,Ilios,5760,Qualifiers,Control
39220,2,Vancouver Titans,Midtown,5760,Qualifiers,Hybrid
39220,3,Vancouver Titans,Junkertown,5760,Qualifiers,Escort
39220,4,Vancouver Titans,New Queen Street,5760,Qualifiers,Push
39220,5,Vancouver Titans,Busan,5760,Qualifiers,Control
39244,1,Seoul Dynasty,Busan,3300,Qualifiers,Control
39244,2,Seoul Dynasty,Paraíso,3300,Qualifiers,Hybrid
39244,3,Seoul Dynasty,Dorado,3300,Qualifiers,Escort
39245,1,Hangzhou Spark,Busan,4800,Qualifiers,Control
39245,2,Hangzhou Spark,Hollywood,4800,Qualifiers,Hybrid
39245,3,Hangzhou Spark,Junkertown,4800,Qualifiers,Escort
39245,4,Hangzhou Spark,New Queen Street,4800,Qualifiers,Push
39246,1,Shanghai Dragons,Ilios,4740,Qualifiers,Control
39246,2,Shanghai Dragons,Hollywood,4740,Qualifiers,Hybrid
39246,3,Shanghai Dragons,Junkertown,4740,Qualifiers,Escort
39246,4,Shanghai Dragons,Colosseo,4740,Qualifiers,Push
39221,1,Toronto Defiant,Oasis,3780,Qualifiers,Control
39221,2,Toronto Defiant,Hollywood,3780,Qualifiers,Hybrid
39221,3,Toronto Defiant,Circuit royal,3780,Qualifiers,Escort
39222,1,Los Angeles Gladiators,Nepal,3180,Qualifiers,Control
39222,2,Los Angeles Gladiators,Midtown,3180,Qualifiers,Hybrid
39222,3,Los Angeles Gladiators,Circuit royal,3180,Qualifiers,Escort
39223,1,Houston Outlaws,Busan,3180,Qualifiers,Control
39223,2,Houston Outlaws,Hollywood,3180,Qualifiers,Hybrid
39223,3,Houston Outlaws,Circuit royal,3180,Qualifiers,Escort
39247,1,Guangzhou Charge,Nepal,6300,Qualifiers,Control
39247,2,Guangzhou Charge,Paraíso,6300,Qualifiers,Hybrid
39247,3,Guangzhou Charge,Watchpoint: Gibraltar,6300,Qualifiers,Escort
39247,4,Guangzhou Charge,New Queen Street,6300,Qualifiers,Push
39247,5,Guangzhou Charge,Lijiang Tower,6300,Qualifiers,Control
39248,1,Shanghai Dragons,Oasis,3960,Qualifiers,Control
39248,2,Shanghai Dragons,Midtown,3960,Qualifiers,Hybrid
39248,3,Shanghai Dragons,Circuit royal,3960,Qualifiers,Escort
39224,1,Washington Justice,Oasis,6420,Qualifiers,Control
39224,2,Washington Justice,Midtown,6420,Qualifiers,Hybrid
39224,3,Washington Justice,Watchpoint: Gibraltar,6420,Qualifiers,Escort
39224,4,Washington Justice,Colosseo,6420,Qualifiers,Push
39224,5,Washington Justice,Ilios,6420,Qualifiers,Control
39225,1,Houston Outlaws,Ilios,6060,Qualifiers,Control
39225,2,Houston Outlaws,Midtown,6060,Qualifiers,Hybrid
39225,3,Houston Outlaws,Circuit royal,6060,Qualifiers,Escort
39225,4,Houston Outlaws,Colosseo,6060,Qualifiers,Push
39225,5,Houston Outlaws,Busan,6060,Qualifiers,Control
39226,1,Dallas Fuel,Nepal,4920,Qualifiers,Control
39226,2,Dallas Fuel,Hollywood,4920,Qualifiers,Hybrid
39226,3,Dallas Fuel,Dorado,4920,Qualifiers,Escort
39226,4,Dallas Fuel,New Queen Street,4920,Qualifiers,Push
39249,1,Guangzhou Charge,Lijiang Tower,4020,Qualifiers,Control
39249,2,Guangzhou Charge,Hollywood,4020,Qualifiers,Hybrid
39249,3,Guangzhou Charge,Junkertown,4020,Qualifiers,Escort
39250,1,Shanghai Dragons,Busan,3240,Qualifiers,Control
39250,2,Shanghai Dragons,Paraíso,3240,Qualifiers,Hybrid
39250,3,Shanghai Dragons,Dorado,3240,Qualifiers,Escort
39227,1,Los Angeles Gladiators,Lijiang Tower,3060,Qualifiers,Control
39227,2,Los Angeles Gladiators,Hollywood,3060,Qualifiers,Hybrid
39227,3,Los Angeles Gladiators,Dorado,3060,Qualifiers,Escort
39228,1,New York Excelsior,Ilios,4140,Qualifiers,Control
39228,2,New York Excelsior,Paraíso,4140,Qualifiers,Hybrid
39228,3,New York Excelsior,Junkertown,4140,Qualifiers,Escort
39228,4,New York Excelsior,Colosseo,4140,Qualifiers,Push
39229,1,Dallas Fuel,Ilios,4980,Qualifiers,Control
39229,2,Dallas Fuel,Paraíso,4980,Qualifiers,Hybrid
39229,3,Dallas Fuel,Dorado,4980,Qualifiers,Escort
39229,4,Dallas Fuel,New Queen Street,4980,Qualifiers,Push
39251,1,Guangzhou Charge,Oasis,3960,Qualifiers,Control
39251,2,Guangzhou Charge,Midtown,3960,Qualifiers,Hybrid
39251,3,Guangzhou Charge,Watchpoint: Gibraltar,3960,Qualifiers,Escort
39251,4,Guangzhou Charge,New Queen Street,3960,Qualifiers,Push
39252,1,Los Angeles Valiant,Lijiang Tower,6240,Qualifiers,Control
39252,2,Los Angeles Valiant,Paraíso,6240,Qualifiers,Hybrid
39252,3,Los Angeles Valiant,Watchpoint: Gibraltar,6240,Qualifiers,Escort
39252,4,Los Angeles Valiant,Colosseo,6240,Qualifiers,Push
39252,5,Los Angeles Valiant,Oasis,6240,Qualifiers,Control
39253,1,Seoul Dynasty,Oasis,6060,Qualifiers,Control
39253,2,Seoul Dynasty,Hollywood,6060,Qualifiers,Hybrid
39253,3,Seoul Dynasty,Circuit royal,6060,Qualifiers,Escort
39253,4,Seoul Dynasty,Colosseo,6060,Qualifiers,Push
39253,5,Seoul Dynasty,Busan,6060,Qualifiers,Control
39230,1,Florida Mayhem,Lijiang Tower,2520,Qualifiers,Control
39230,2,Florida Mayhem,Midtown,2520,Qualifiers,Hybrid
39230,3,Florida Mayhem,Watchpoint: Gibraltar,2520,Qualifiers,Escort
39231,1,Houston Outlaws,Busan,2760,Qualifiers,Control
